,Date,Q
2067,1928-05-29,66.0
2068,1928-05-30,105.0
2069,1928-05-31,112.0
2070,1928-06-01,119.0
2071,1928-06-02,119.0
2072,1928-06-03,195.0
2073,1928-06-04,143.0
2074,1928-06-05,92.0
2075,1928-06-06,77.0
2076,1928-06-07,236.0
2077,1928-06-08,170.0
2078,1928-06-09,77.0
2079,1928-06-10,77.0
2080,1928-06-11,80.0
2081,1928-06-12,72.0
2082,1928-06-13,62.0
2083,1928-06-14,56.0
2084,1928-06-15,55.0
2085,1928-06-16,56.0
2086,1928-06-17,56.0
2087,1928-06-18,50.0
2088,1928-06-19,55.0
2089,1928-06-20,153.0
2090,1928-06-21,127.0
2091,1928-06-22,152.0
2092,1928-06-23,101.5
2093,1928-06-24,80.0
2094,1928-06-25,61.0
2095,1928-06-26,53.0
2096,1928-06-27,50.0
2097,1928-06-28,50.0
2098,1928-06-29,50.0
2099,1928-06-30,45.0
2100,1928-07-01,44.0
2101,1928-07-02,41.2
2102,1928-07-03,44.0
2103,1928-07-04,43.0
2104,1928-07-05,51.0
2105,1928-07-06,49.0
2106,1928-07-07,53.0
2107,1928-07-08,55.0
2108,1928-07-09,101.5
2109,1928-07-10,74.5
2110,1928-07-11,95.0
2111,1928-07-12,67.0
2112,1928-07-13,62.0
2113,1928-07-14,67.0
2114,1928-07-15,55.0
2115,1928-07-16,44.0
2116,1928-07-17,83.5
2117,1928-07-18,55.0
2118,1928-07-19,42.0
2119,1928-07-20,38.6
2120,1928-07-21,36.2
2121,1928-07-22,33.8
2122,1928-07-23,66.0
2123,1928-07-24,45.0
2124,1928-07-25,38.6
2125,1928-07-26,102.5
2126,1928-07-27,101.5
2127,1928-07-28,92.0
2128,1928-07-29,52.0
2129,1928-07-30,40.2
2130,1928-07-31,42.0
2131,1928-08-01,45.0
2132,1928-08-02,45.0
2133,1928-08-03,56.0
2134,1928-08-04,60.0
2135,1928-08-05,58.0
2136,1928-08-06,60.0
2137,1928-08-07,89.0
2138,1928-08-08,80.0
2139,1928-08-09,63.5
2140,1928-08-10,61.0
2141,1928-08-11,69.5
2142,1928-08-12,58.0
2143,1928-08-13,58.0
2144,1928-08-14,58.0
2145,1928-08-15,95.0
2146,1928-08-16,65.0
2147,1928-08-17,65.0
2148,1928-08-18,77.0
2149,1928-08-19,89.0
2150,1928-08-20,72.0
2151,1928-08-21,60.0
2152,1928-08-22,83.0
2153,1928-08-23,127.0
2154,1928-08-24,207.0
2155,1928-08-25,373.0
2156,1928-08-26,290.0
2157,1928-08-27,147.0
2158,1928-08-28,108.5
2159,1928-08-29,133.0
2160,1928-08-30,105.0
2161,1928-08-31,131.0
2162,1928-09-01,92.0
2163,1928-09-02,95.0
2164,1928-09-03,105.0
2165,1928-09-04,98.0
2166,1928-09-05,92.0
2167,1928-09-06,89.0
2168,1928-09-07,72.0
2169,1928-09-08,72.0
2170,1928-09-09,74.5
2171,1928-09-10,112.0
2172,1928-09-11,115.5
2173,1928-09-12,92.0
2174,1928-09-13,105.0
2175,1928-09-14,67.0
2176,1928-09-15,169.0
2177,1928-09-16,127.0
2178,1928-09-17,119.0
2179,1928-09-18,129.0
2180,1928-09-19,115.5
2181,1928-09-20,92.0
2182,1928-09-21,80.0
2183,1928-09-22,69.5
2184,1928-09-23,63.5
2185,1928-09-24,67.0
2186,1928-09-25,78.0
2187,1928-09-26,67.0
2188,1928-09-27,65.0
2189,1928-09-28,29.0
2190,1928-09-29,77.0
2191,1928-09-30,252.0
2192,1928-10-01,173.0
2193,1928-10-02,142.0
2194,1928-10-03,123.0
2195,1928-10-04,229.0
2196,1928-10-05,224.0
2197,1928-10-06,405.0
2198,1928-10-07,306.0
2199,1928-10-08,201.0
2200,1928-10-09,152.0
2201,1928-10-10,170.0
2202,1928-10-11,165.0
2203,1928-10-12,123.0
2204,1928-10-13,95.0
2205,1928-10-14,86.0
2206,1928-10-15,77.0
2207,1928-10-16,131.0
2208,1928-10-17,80.0
2209,1928-10-18,69.5
2210,1928-10-19,69.5
2211,1928-10-20,80.0
2212,1928-10-21,67.0
2213,1928-10-22,62.0
2214,1928-10-23,218.0
2215,1928-10-24,260.0
2216,1928-10-25,15.5
2217,1928-10-26,282.0
2218,1928-10-27,212.0
2219,1928-10-28,119.0
2220,1928-10-29,95.0
2221,1928-10-30,306.0
2222,1928-10-31,156.0
2223,1928-11-01,274.0
2224,1928-11-02,260.0
2225,1928-11-03,139.0
2226,1928-11-04,105.0
2227,1928-11-05,242.0
2228,1928-11-06,119.0
2229,1928-11-07,115.5
2230,1928-11-08,95.0
2231,1928-11-09,127.0
2232,1928-11-10,83.0
2233,1928-11-11,77.0
2234,1928-11-12,72.0
2235,1928-11-13,114.5
2236,1928-11-14,225.0
2237,1928-11-15,695.0
2238,1928-11-16,605.0
2239,1928-11-17,282.0
2240,1928-11-18,254.0
2241,1928-11-19,170.0
2242,1928-11-20,130.0
2243,1928-11-21,316.0
2244,1928-11-22,242.0
2245,1928-11-23,160.0
2246,1928-11-24,565.0
2247,1928-11-25,755.0
2248,1928-11-26,380.0
2249,1928-11-27,274.0
2250,1928-11-28,282.0
2251,1928-11-29,362.0
2252,1928-11-30,290.0
2253,1928-12-01,242.0
2254,1928-12-02,185.0
2255,1928-12-03,152.0
2256,1928-12-04,131.0
2257,1928-12-05,115.5
2258,1928-12-06,105.0
2259,1928-12-07,95.0
2260,1928-12-08,89.0
2261,1928-12-09,111.0
2262,1928-12-10,92.0
2263,1928-12-11,95.0
2264,1928-12-12,83.0
2265,1928-12-13,86.0
2266,1928-12-14,89.0
2267,1928-12-15,83.0
2268,1928-12-16,74.5
2269,1928-12-17,69.5
2270,1928-12-18,66.0
2271,1928-12-19,62.0
2272,1928-12-20,60.0
2273,1928-12-21,58.0
2274,1928-12-22,56.0
2275,1928-12-23,54.0
2276,1928-12-24,58.0
2277,1928-12-25,58.0
2278,1928-12-26,52.0
2279,1928-12-27,49.0
2280,1928-12-28,48.0
2281,1928-12-29,47.0
2282,1928-12-30,61.0
2283,1928-12-31,65.0
2284,1929-01-01,55.0
2285,1929-01-02,48.0
2286,1929-01-03,45.0
2287,1929-01-04,42.0
2288,1929-01-05,40.2
2289,1929-01-06,39.4
2290,1929-01-07,38.6
2291,1929-01-08,38.6
2292,1929-01-09,37.0
2293,1929-01-10,36.2
2294,1929-01-11,35.4
2295,1929-01-12,33.8
2296,1929-01-13,33.0
2297,1929-01-14,32.2
2298,1929-01-15,32.2
2299,1929-01-16,31.4
2300,1929-01-17,30.6
2301,1929-01-18,30.6
2302,1929-01-19,29.8
2303,1929-01-20,29.0
2304,1929-01-21,29.0
2305,1929-01-22,28.2
2306,1929-01-23,28.2
2307,1929-01-24,27.6
2308,1929-01-25,26.8
2309,1929-01-26,26.8
2310,1929-01-27,26.2
2311,1929-01-28,25.4
2312,1929-01-29,24.8
2313,1929-01-30,24.8
2314,1929-01-31,24.1
2315,1929-02-01,24.1
2316,1929-02-02,24.8
2317,1929-02-03,26.8
2318,1929-02-04,47.0
2319,1929-02-05,41.2
2320,1929-02-06,35.4
2321,1929-02-07,37.0
2322,1929-02-08,34.6
2323,1929-02-09,30.6
2324,1929-02-10,27.6
2325,1929-02-11,26.2
2326,1929-02-12,24.8
2327,1929-02-13,24.1
2328,1929-02-14,23.5
2329,1929-02-15,23.5
2330,1929-02-16,23.5
2331,1929-02-17,22.3
2332,1929-02-18,22.3
2333,1929-02-19,21.6
2334,1929-02-20,20.9
2335,1929-02-21,21.6
2336,1929-02-22,20.9
2337,1929-02-23,20.9
2338,1929-02-24,20.9
2339,1929-02-25,20.2
2340,1929-02-26,20.2
2341,1929-02-27,20.2
2342,1929-02-28,20.2
2343,1929-03-01,19.6
2344,1929-03-02,20.2
2345,1929-03-03,19.6
2346,1929-03-04,19.6
2347,1929-03-05,19.6
2348,1929-03-06,19.0
2349,1929-03-07,19.0
2350,1929-03-08,24.8
2351,1929-03-09,35.4
2352,1929-03-10,33.0
2353,1929-03-11,30.6
2354,1929-03-12,33.8
2355,1929-03-13,40.2
2356,1929-03-14,31.4
2357,1929-03-15,27.6
2358,1929-03-16,26.2
2359,1929-03-17,28.2
2360,1929-03-18,38.6
2361,1929-03-19,39.4
2362,1929-03-20,33.8
2363,1929-03-21,32.2
2364,1929-03-22,32.2
2365,1929-03-23,31.4
2366,1929-03-24,28.2
2367,1929-03-25,26.8
2368,1929-03-26,25.4
2369,1929-03-27,24.8
2370,1929-03-28,24.1
2371,1929-03-29,23.5
2372,1929-03-30,22.9
2373,1929-03-31,22.3
2374,1929-04-01,20.9
2375,1929-04-02,20.2
2376,1929-04-03,19.6
2377,1929-04-04,19.6
2378,1929-04-05,19.6
2379,1929-04-06,19.0
2380,1929-04-07,19.0
2381,1929-04-08,19.0
2382,1929-04-09,18.4
2383,1929-04-10,18.4
2384,1929-04-11,20.9
2385,1929-04-12,24.1
2386,1929-04-13,26.8
2387,1929-04-14,25.4
2388,1929-04-15,27.6
2389,1929-04-16,22.3
2390,1929-04-17,19.0
2391,1929-04-18,17.3
2392,1929-04-19,16.3
2393,1929-04-20,42.4
2394,1929-04-21,31.4
2395,1929-04-22,27.6
2396,1929-04-23,18.4
2397,1929-04-24,38.6
2398,1929-04-25,33.0
2399,1929-04-26,28.2
2400,1929-04-27,29.0
2401,1929-04-28,24.8
2402,1929-04-29,22.3
2403,1929-04-30,19.6
2404,1929-05-01,18.4
2405,1929-05-02,17.3
2406,1929-05-03,16.3
2407,1929-05-04,15.8
2408,1929-05-05,15.3
2409,1929-05-06,15.3
2410,1929-05-07,15.3
2411,1929-05-08,15.3
2412,1929-05-09,14.8
2413,1929-05-10,14.8
2414,1929-05-11,14.3
2415,1929-05-12,15.3
2416,1929-05-13,35.4
2417,1929-05-14,23.5
2418,1929-05-15,19.6
2419,1929-05-16,21.6
2420,1929-05-17,19.6
2421,1929-05-18,20.9
2422,1929-05-19,30.6
2423,1929-05-20,98.0
2424,1929-05-21,67.0
2425,1929-05-22,54.0
2426,1929-05-23,74.5
2427,1929-05-24,138.0
2428,1929-05-25,119.0
2429,1929-05-26,134.0
2430,1929-05-27,550.0
2431,1929-05-28,195.0
2432,1929-05-29,115.5
2433,1929-05-30,165.0
2434,1929-05-31,175.0
2435,1929-06-01,184.0
2436,1929-06-02,95.0
2437,1929-06-03,72.0
2438,1929-06-04,268.0
2439,1929-06-05,286.0
2440,1929-06-06,515.0
2441,1929-06-07,148.0
2442,1929-06-08,112.0
2443,1929-06-09,101.5
2444,1929-06-10,95.0
2445,1929-06-11,101.5
2446,1929-06-12,92.0
2447,1929-06-13,74.5
2448,1929-06-14,67.0
2449,1929-06-15,60.0
2450,1929-06-16,56.0
2451,1929-06-17,56.0
2452,1929-06-18,80.0
2453,1929-06-19,72.0
2454,1929-06-20,86.0
2455,1929-06-21,80.0
2456,1929-06-22,67.0
2457,1929-06-23,62.0
2458,1929-06-24,55.0
2459,1929-06-25,47.0
2460,1929-06-26,48.0
2461,1929-06-27,58.0
2462,1929-06-28,59.0
2463,1929-06-29,67.0
2464,1929-06-30,80.0
2465,1929-07-01,92.0
2466,1929-07-02,112.0
2467,1929-07-03,69.5
2468,1929-07-04,54.0
2469,1929-07-05,49.0
2470,1929-07-06,52.0
2471,1929-07-07,69.5
2472,1929-07-08,58.0
2473,1929-07-09,55.0
2474,1929-07-10,100.5
2475,1929-07-11,89.0
2476,1929-07-12,67.0
2477,1929-07-13,52.0
2478,1929-07-14,48.0
2479,1929-07-15,43.0
2480,1929-07-16,63.0
2481,1929-07-17,66.0
2482,1929-07-18,58.0
2483,1929-07-19,78.5
2484,1929-07-20,52.0
2485,1929-07-21,44.0
2486,1929-07-22,39.4
2487,1929-07-23,37.0
2488,1929-07-24,35.4
2489,1929-07-25,47.0
2490,1929-07-26,39.4
2491,1929-07-27,38.6
2492,1929-07-28,37.8
2493,1929-07-29,35.4
2494,1929-07-30,35.4
2495,1929-07-31,59.0
2496,1929-08-01,38.6
2497,1929-08-02,51.0
2498,1929-08-03,74.5
2499,1929-08-04,65.0
2500,1929-08-05,72.0
2501,1929-08-06,72.0
2502,1929-08-07,98.0
2503,1929-08-08,81.0
2504,1929-08-09,69.5
2505,1929-08-10,66.0
2506,1929-08-11,65.0
2507,1929-08-12,80.0
2508,1929-08-13,74.5
2509,1929-08-14,89.0
2510,1929-08-15,103.5
2511,1929-08-16,80.0
2512,1929-08-17,63.5
2513,1929-08-18,65.0
2514,1929-08-19,65.0
2515,1929-08-20,62.0
2516,1929-08-21,108.0
2517,1929-08-22,110.5
2518,1929-08-23,201.0
2519,1929-08-24,146.0
2520,1929-08-25,138.0
2521,1929-08-26,108.5
2522,1929-08-27,123.0
2523,1929-08-28,308.0
2524,1929-08-29,135.0
2525,1929-08-30,135.0
2526,1929-08-31,131.0
2527,1929-09-01,268.0
2528,1929-09-02,147.0
2529,1929-09-03,143.0
2530,1929-09-04,101.5
2531,1929-09-05,95.0
2532,1929-09-06,92.0
2533,1929-09-07,101.5
2534,1929-09-08,105.0
2535,1929-09-09,131.0
2536,1929-09-10,95.0
2537,1929-09-11,95.0
2538,1929-09-12,86.0
2539,1929-09-13,80.0
2540,1929-09-14,115.5
2541,1929-09-15,92.0
2542,1929-09-16,166.0
2543,1929-09-17,201.0
2544,1929-09-18,165.0
2545,1929-09-19,298.0
2546,1929-09-20,195.0
2547,1929-09-21,218.0
2548,1929-09-22,152.0
2549,1929-09-23,160.0
2550,1929-09-24,152.0
2551,1929-09-25,165.0
2552,1929-09-26,185.0
2553,1929-09-27,165.0
2554,1929-09-28,147.0
2555,1929-09-29,131.0
2556,1929-09-30,143.0
2557,1929-10-01,222.0
2558,1929-10-02,280.0
2559,1929-10-03,214.0
2560,1929-10-04,165.0
2561,1929-10-05,158.0
2562,1929-10-06,123.0
2563,1929-10-07,117.0
2564,1929-10-08,123.0
2565,1929-10-09,183.0
2566,1929-10-10,183.0
2567,1929-10-11,114.0
2568,1929-10-12,126.0
2569,1929-10-13,126.0
2570,1929-10-14,106.0
2571,1929-10-15,114.0
2572,1929-10-16,119.0
2573,1929-10-17,124.0
2574,1929-10-18,98.0
2575,1929-10-19,96.5
2576,1929-10-20,108.5
2577,1929-10-21,87.5
2578,1929-10-22,80.5
2579,1929-10-23,174.0
2580,1929-10-24,179.0
2581,1929-10-25,210.0
2582,1929-10-26,142.0
2583,1929-10-27,137.0
2584,1929-10-28,190.0
2585,1929-10-29,129.0
2586,1929-10-30,111.5
2587,1929-10-31,108.5
2588,1929-11-01,135.0
2589,1929-11-02,108.5
2590,1929-11-03,90.0
2591,1929-11-04,83.0
2592,1929-11-05,76.0
2593,1929-11-06,73.5
2594,1929-11-07,71.5
2595,1929-11-08,76.0
2596,1929-11-09,71.5
2597,1929-11-10,69.0
2598,1929-11-11,67.0
2599,1929-11-12,60.5
2600,1929-11-13,58.0
2601,1929-11-14,56.0
2602,1929-11-15,56.0
2603,1929-11-16,52.0
2604,1929-11-17,51.0
2605,1929-11-18,50.0
2606,1929-11-19,49.0
2607,1929-11-20,48.0
2608,1929-11-21,48.0
2609,1929-11-22,46.0
2610,1929-11-23,44.0
2611,1929-11-24,43.0
2612,1929-11-25,42.0
2613,1929-11-26,41.2
2614,1929-11-27,39.4
2615,1929-11-28,38.6
2616,1929-11-29,38.6
2617,1929-11-30,38.6
2618,1929-12-01,38.6
2619,1929-12-02,37.0
2620,1929-12-03,36.2
2621,1929-12-04,35.4
2622,1929-12-05,37.8
2623,1929-12-06,47.0
2624,1929-12-07,46.0
2625,1929-12-08,42.0
2626,1929-12-09,40.2
2627,1929-12-10,40.2
2628,1929-12-11,37.0
2629,1929-12-12,33.8
2630,1929-12-13,33.0
2631,1929-12-14,32.2
2632,1929-12-15,30.6
2633,1929-12-16,30.6
2634,1929-12-17,29.8
2635,1929-12-18,29.8
2636,1929-12-19,29.0
2637,1929-12-20,28.2
2638,1929-12-21,27.6
2639,1929-12-22,27.6
2640,1929-12-23,26.2
2641,1929-12-24,26.2
2642,1929-12-25,24.8
2643,1929-12-26,24.8
2644,1929-12-27,24.1
2645,1929-12-28,23.5
2646,1929-12-29,23.5
2647,1929-12-30,23.5
2648,1929-12-31,22.3
2649,1930-01-01,22.9
2650,1930-01-02,21.6
2651,1930-01-03,20.9
2652,1930-01-04,19.6
2653,1930-01-05,19.6
2654,1930-01-06,18.4
2655,1930-01-07,19.6
2656,1930-01-08,19.6
2657,1930-01-09,19.6
2658,1930-01-10,20.9
2659,1930-01-11,23.5
2660,1930-01-12,29.0
2661,1930-01-13,22.9
2662,1930-01-14,22.3
2663,1930-01-15,22.3
2664,1930-01-16,20.9
2665,1930-01-17,19.6
2666,1930-01-18,20.9
2667,1930-01-19,19.0
2668,1930-01-20,17.8
2669,1930-01-21,17.3
2670,1930-01-22,17.3
2671,1930-01-23,17.3
2672,1930-01-24,17.3
2673,1930-01-25,17.3
2674,1930-01-26,19.6
2675,1930-01-27,16.8
2676,1930-01-28,16.3
2677,1930-01-29,16.3
2678,1930-01-30,15.3
2679,1930-01-31,14.3
2680,1930-02-01,14.3
2681,1930-02-02,14.3
2682,1930-02-03,14.3
2683,1930-02-04,14.3
2684,1930-02-05,14.3
2685,1930-02-06,14.3
2686,1930-02-07,13.8
2687,1930-02-08,13.3
2688,1930-02-09,13.3
2689,1930-02-10,13.3
2690,1930-02-11,13.3
2691,1930-02-12,13.3
2692,1930-02-13,13.3
2693,1930-02-14,13.3
2694,1930-02-15,23.5
2695,1930-02-16,21.6
2696,1930-02-17,16.3
2697,1930-02-18,15.3
2698,1930-02-19,20.9
2699,1930-02-20,20.9
2700,1930-02-21,24.1
2701,1930-02-22,40.2
2702,1930-02-23,30.6
2703,1930-02-24,30.6
2704,1930-02-25,27.6
2705,1930-02-26,22.3
2706,1930-02-27,20.2
2707,1930-02-28,18.4
2708,1930-03-01,16.3
2709,1930-03-02,15.3
2710,1930-03-03,14.3
2711,1930-03-04,14.3
2712,1930-03-05,14.3
2713,1930-03-06,14.3
2714,1930-03-07,14.8
2715,1930-03-08,14.3
2716,1930-03-09,13.3
2717,1930-03-10,13.3
2718,1930-03-11,13.3
2719,1930-03-12,14.3
2720,1930-03-13,17.3
2721,1930-03-14,15.3
2722,1930-03-15,13.8
2723,1930-03-16,12.8
2724,1930-03-17,12.3
2725,1930-03-18,12.3
2726,1930-03-19,13.3
2727,1930-03-20,15.3
2728,1930-03-21,13.3
2729,1930-03-22,12.3
2730,1930-03-23,11.3
2731,1930-03-24,10.5
2732,1930-03-25,10.1
2733,1930-03-26,9.7
2734,1930-03-27,9.7
2735,1930-03-28,9.35
2736,1930-03-29,9.0
2737,1930-03-30,9.0
2738,1930-03-31,9.0
2739,1930-04-01,9.0
2740,1930-04-02,8.7
2741,1930-04-03,9.7
2742,1930-04-04,8.4
2743,1930-04-05,8.4
2744,1930-04-06,8.4
2745,1930-04-07,8.4
2746,1930-04-08,8.4
2747,1930-04-09,9.7
2748,1930-04-10,10.1
2749,1930-04-11,10.1
2750,1930-04-12,9.7
2751,1930-04-13,25.4
2752,1930-04-14,18.4
2753,1930-04-15,13.3
2754,1930-04-16,29.0
2755,1930-04-17,73.5
2756,1930-04-18,58.0
2757,1930-04-19,17.3
2758,1930-04-20,14.3
2759,1930-04-21,16.3
2760,1930-04-22,13.3
2761,1930-04-23,12.3
2762,1930-04-24,37.0
2763,1930-04-25,15.3
2764,1930-04-26,16.3
2765,1930-04-27,38.6
2766,1930-04-28,30.6
2767,1930-04-29,85.0
2768,1930-04-30,23.5
2769,1930-05-01,206.0
2770,1930-05-02,145.0
2771,1930-05-03,132.0
2772,1930-05-04,71.5
2773,1930-05-05,43.0
2774,1930-05-06,103.0
2775,1930-05-07,172.0
2776,1930-05-08,123.0
2777,1930-05-09,176.0
2778,1930-05-10,148.0
2779,1930-05-11,111.5
2780,1930-05-12,290.0
2781,1930-05-13,162.0
2782,1930-05-14,173.0
2783,1930-05-15,320.0
2784,1930-05-16,132.0
2785,1930-05-17,100.5
2786,1930-05-18,85.0
2787,1930-05-19,71.5
2788,1930-05-20,58.0
2789,1930-05-21,59.5
2790,1930-05-22,150.0
2791,1930-05-23,196.0
2792,1930-05-24,215.0
2793,1930-05-25,181.0
2794,1930-05-26,145.0
2795,1930-05-27,100.5
2796,1930-05-28,155.0
2797,1930-05-29,114.0
2798,1930-05-30,95.0
2799,1930-05-31,71.5
2800,1930-06-01,71.5
2801,1930-06-02,78.0
2802,1930-06-03,117.0
2803,1930-06-04,117.0
2804,1930-06-05,123.0
2805,1930-06-06,100.5
2806,1930-06-07,114.0
2807,1930-06-08,170.0
2808,1930-06-09,191.0
2809,1930-06-10,296.0
2810,1930-06-11,232.0
2811,1930-06-12,326.0
2812,1930-06-13,422.0
2813,1930-06-14,252.0
2814,1930-06-15,176.0
2815,1930-06-16,138.0
2816,1930-06-17,120.0
2817,1930-06-18,106.0
2818,1930-06-19,98.0
2819,1930-06-20,92.5
2820,1930-06-21,95.0
2821,1930-06-22,106.0
2822,1930-06-23,95.0
2823,1930-06-24,158.0
2824,1930-06-25,191.0
2825,1930-06-26,144.0
2826,1930-06-27,103.0
2827,1930-06-28,90.0
2828,1930-06-29,85.0
2829,1930-06-30,80.5
2830,1930-07-01,60.5
2831,1930-07-02,132.0
2832,1930-07-03,148.0
2833,1930-07-04,111.5
2834,1930-07-05,87.5
2835,1930-07-06,78.0
2836,1930-07-07,71.5
2837,1930-07-08,67.0
2838,1930-07-09,132.0
2839,1930-07-10,100.5
2840,1930-07-11,95.0
2841,1930-07-12,230.0
2842,1930-07-13,151.0
2843,1930-07-14,123.0
2844,1930-07-15,114.0
2845,1930-07-16,120.0
2846,1930-07-17,95.0
2847,1930-07-18,87.5
2848,1930-07-19,80.5
2849,1930-07-20,85.0
2850,1930-07-21,189.0
2851,1930-07-22,138.0
2852,1930-07-23,103.0
2853,1930-07-24,95.0
2854,1930-07-25,114.0
2855,1930-07-26,123.0
2856,1930-07-27,106.0
2857,1930-07-28,85.0
2858,1930-07-29,78.0
2859,1930-07-30,76.0
2860,1930-07-31,69.0
2861,1930-08-01,69.0
2862,1930-08-02,69.0
2863,1930-08-03,106.0
2864,1930-08-04,90.0
2865,1930-08-05,71.5
2866,1930-08-06,62.5
2867,1930-08-07,67.0
2868,1930-08-08,67.0
2869,1930-08-09,80.5
2870,1930-08-10,71.5
2871,1930-08-11,67.0
2872,1930-08-12,67.0
2873,1930-08-13,56.0
2874,1930-08-14,124.0
2875,1930-08-15,80.5
2876,1930-08-16,148.0
2877,1930-08-17,108.5
2878,1930-08-18,92.5
2879,1930-08-19,90.0
2880,1930-08-20,95.0
2881,1930-08-21,71.5
2882,1930-08-22,62.5
2883,1930-08-23,67.0
2884,1930-08-24,113.0
2885,1930-08-25,58.0
2886,1930-08-26,76.0
2887,1930-08-27,78.0
2888,1930-08-28,80.5
2889,1930-08-29,82.5
2890,1930-08-30,114.0
2891,1930-08-31,100.5
2892,1930-09-01,129.0
2893,1930-09-02,73.5
2894,1930-09-03,62.5
2895,1930-09-04,56.0
2896,1930-09-05,52.0
2897,1930-09-06,56.5
2898,1930-09-07,73.5
2899,1930-09-08,58.0
2900,1930-09-09,58.0
2901,1930-09-10,52.0
2902,1930-09-11,71.5
2903,1930-09-12,108.5
2904,1930-09-13,76.0
2905,1930-09-14,56.0
2906,1930-09-15,58.0
2907,1930-09-16,51.0
2908,1930-09-17,75.5
2909,1930-09-18,99.5
2910,1930-09-19,56.0
2911,1930-09-20,46.0
2912,1930-09-21,60.5
2913,1930-09-22,45.0
2914,1930-09-23,51.0
2915,1930-09-24,45.0
2916,1930-09-25,41.2
2917,1930-09-26,37.8
2918,1930-09-27,33.8
2919,1930-09-28,37.8
2920,1930-09-29,41.2
2921,1930-09-30,37.8
2922,1930-10-01,33.8
2923,1930-10-02,37.0
2924,1930-10-03,25.4
2925,1930-10-04,23.5
2926,1930-10-05,23.5
2927,1930-10-06,22.9
2928,1930-10-07,22.9
2929,1930-10-08,46.0
2930,1930-10-09,111.5
2931,1930-10-10,80.5
2932,1930-10-11,108.5
2933,1930-10-12,95.0
2934,1930-10-13,78.0
2935,1930-10-14,83.0
2936,1930-10-15,65.0
2937,1930-10-16,67.0
2938,1930-10-17,71.5
2939,1930-10-18,60.5
2940,1930-10-19,52.0
2941,1930-10-20,40.2
2942,1930-10-21,37.0
2943,1930-10-22,33.8
2944,1930-10-23,30.6
2945,1930-10-24,27.6
2946,1930-10-25,29.8
2947,1930-10-26,92.5
2948,1930-10-27,50.0
2949,1930-10-28,90.0
2950,1930-10-29,123.0
2951,1930-10-30,80.5
2952,1930-10-31,62.5
2953,1930-11-01,48.0
2954,1930-11-02,39.4
2955,1930-11-03,37.0
2956,1930-11-04,33.8
2957,1930-11-05,30.6
2958,1930-11-06,33.0
2959,1930-11-07,44.0
2960,1930-11-08,35.4
2961,1930-11-09,30.6
2962,1930-11-10,31.4
2963,1930-11-11,50.0
2964,1930-11-12,69.0
2965,1930-11-13,56.0
2966,1930-11-14,42.0
2967,1930-11-15,35.4
2968,1930-11-16,31.4
2969,1930-11-17,30.6
2970,1930-11-18,31.4
2971,1930-11-19,29.8
2972,1930-11-20,29.0
2973,1930-11-21,30.6
2974,1930-11-22,32.2
2975,1930-11-23,29.0
2976,1930-11-24,26.2
2977,1930-11-25,29.0
2978,1930-11-26,36.2
2979,1930-11-27,53.0
2980,1930-11-28,108.5
2981,1930-11-29,106.0
2982,1930-11-30,60.5
2983,1930-12-01,46.0
2984,1930-12-02,38.6
2985,1930-12-03,37.8
2986,1930-12-04,33.0
2987,1930-12-05,32.2
2988,1930-12-06,35.4
2989,1930-12-07,31.4
2990,1930-12-08,29.0
2991,1930-12-09,29.0
2992,1930-12-10,29.0
2993,1930-12-11,29.0
2994,1930-12-12,29.0
2995,1930-12-13,29.0
2996,1930-12-14,27.6
2997,1930-12-15,26.8
2998,1930-12-16,26.2
2999,1930-12-17,26.2
3000,1930-12-18,25.4
3001,1930-12-19,24.8
3002,1930-12-20,24.8
3003,1930-12-21,24.8
3004,1930-12-22,24.1
3005,1930-12-23,23.5
3006,1930-12-24,23.5
3007,1930-12-25,23.5
3008,1930-12-26,23.5
3009,1930-12-27,23.5
3010,1930-12-28,23.5
3011,1930-12-29,23.5
3012,1930-12-30,23.5
3013,1930-12-31,22.9
3014,1931-01-01,22.3
3015,1931-01-02,20.9
3016,1931-01-03,20.2
3017,1931-01-04,19.6
3018,1931-01-05,19.0
3019,1931-01-06,19.0
3020,1931-01-07,18.4
3021,1931-01-08,18.4
3022,1931-01-09,17.8
3023,1931-01-10,17.8
3024,1931-01-11,18.4
3025,1931-01-12,19.0
3026,1931-01-13,19.0
3027,1931-01-14,18.4
3028,1931-01-15,17.8
3029,1931-01-16,17.3
3030,1931-01-17,17.3
3031,1931-01-18,17.3
3032,1931-01-19,19.6
3033,1931-01-20,19.0
3034,1931-01-21,17.3
3035,1931-01-22,17.3
3036,1931-01-23,17.3
3037,1931-01-24,22.3
3038,1931-01-25,58.0
3039,1931-01-26,58.0
3040,1931-01-27,114.0
3041,1931-01-28,62.5
3042,1931-01-29,42.0
3043,1931-01-30,35.4
3044,1931-01-31,33.8
3045,1931-02-01,32.2
3046,1931-02-02,30.6
3047,1931-02-03,29.0
3048,1931-02-04,26.8
3049,1931-02-05,25.4
3050,1931-02-06,26.2
3051,1931-02-07,24.1
3052,1931-02-08,22.9
3053,1931-02-09,24.1
3054,1931-02-10,22.3
3055,1931-02-11,22.3
3056,1931-02-12,24.1
3057,1931-02-13,29.8
3058,1931-02-14,60.5
3059,1931-02-15,56.0
3060,1931-02-16,38.6
3061,1931-02-17,50.0
3062,1931-02-18,44.0
3063,1931-02-19,33.8
3064,1931-02-20,29.0
3065,1931-02-21,26.2
